SensorID,Local,Latitude,Longitude,Temperatura,Umidade,Vibracao,Qualidade_Solo,Risco,Data_Registro,Local_Enc,Risco_Enc
SENSOR-04273,Morro Azul,-23.036677,-46.630481,16.16,44.36,4.74,81.81,Médio,2025-04-26,2,2
SENSOR-04274,Serra Branca,-23.321806,-46.78181,39.79,32.17,4.65,67.44,Médio,2025-04-16,3,2
SENSOR-04275,Morro Azul,-23.169776,-46.775613,28.06,21.71,7.01,34.86,Alto,2025-04-25,2,0
SENSOR-04276,Serra Branca,-23.460885,-46.428114,37.11,57.08,1.54,35.91,Médio,2025-05-04,3,2
SENSOR-04277,Vale Seguro,-23.484174,-46.334258,34.95,75.96,4.93,24.07,Alto,2025-05-07,4,0
SENSOR-04278,Encosta Verde,-23.23207,-46.385109,18.83,83.21,7.97,15.66,Alto,2025-03-29,1,0
SENSOR-04279,Colina Alta,-23.141314,-46.555666,24.57,53.12,7.43,21.34,Alto,2025-05-30,0,0
SENSOR-04280,Colina Alta,-23.45453,-46.493097,24.02,80.68,6.06,82.99,Médio,2025-04-07,0,2
SENSOR-04281,Colina Alta,-23.344618,-46.759009,36.53,27.89,7.59,84.12,Alto,2025-03-25,0,0
SENSOR-04282,Vale Seguro,-23.26176,-46.714529,15.24,75.1,1.77,19.25,Alto,2025-03-21,4,0
SENSOR-04283,Serra Branca,-23.261644,-46.762546,39.51,64.82,7.06,87.37,Alto,2025-05-08,3,0
SENSOR-04284,Serra Branca,-23.239034,-46.669823,32.77,72.78,2.06,26.33,Alto,2025-03-26,3,0
SENSOR-04285,Encosta Verde,-23.092189,-46.541975,16.58,74.21,9.84,17.5,Alto,2025-03-13,1,0
SENSOR-04286,Encosta Verde,-23.168466,-46.330558,37.15,48.93,3.61,16.54,Alto,2025-04-11,1,0
SENSOR-04287,Vale Seguro,-23.243103,-46.434763,29.91,53.16,7.95,97.25,Alto,2025-06-01,4,0
SENSOR-04288,Vale Seguro,-23.464786,-46.507805,33.12,22.82,2.28,57.43,Baixo,2025-04-15,4,1
SENSOR-04289,Vale Seguro,-23.346228,-46.681461,35.85,96.73,0.88,50.86,Baixo,2025-03-07,4,1
SENSOR-04290,Vale Seguro,-23.142287,-46.557056,34.65,22.46,1.94,14.38,Alto,2025-03-13,4,0
SENSOR-04291,Serra Branca,-23.070162,-46.503729,23.39,41.28,2.29,14.19,Alto,2025-03-22,3,0
SENSOR-04292,Morro Azul,-23.135699,-46.570383,36.65,35.54,2.35,50.59,Baixo,2025-03-07,2,1
SENSOR-04293,Morro Azul,-23.372556,-46.469186,15.46,67.11,7.48,9.74,Alto,2025-04-15,2,0
SENSOR-04294,Vale Seguro,-23.098205,-46.504904,15.68,25.74,2.95,38.04,Médio,2025-03-10,4,2
SENSOR-04295,Vale Seguro,-23.293097,-46.421923,15.02,99.03,8.25,26.78,Alto,2025-05-06,4,0
SENSOR-04296,Morro Azul,-23.161568,-46.555256,27.23,88.53,0.51,79.02,Baixo,2025-03-09,2,1
SENSOR-04297,Serra Branca,-23.302954,-46.650511,20.33,21.61,2.27,42.19,Médio,2025-04-30,3,2
SENSOR-04298,Encosta Verde,-23.308172,-46.677017,39.61,33.04,8.35,50.0,Alto,2025-03-27,1,0
SENSOR-04299,Serra Branca,-23.16489,-46.511601,27.25,91.52,7.65,6.37,Alto,2025-04-03,3,0
SENSOR-04300,Morro Azul,-23.015376,-46.64612,34.18,60.81,7.37,89.75,Alto,2025-04-10,2,0
SENSOR-04301,Colina Alta,-23.35474,-46.466515,35.09,68.58,0.86,72.57,Baixo,2025-05-13,0,1
SENSOR-04302,Encosta Verde,-23.30411,-46.429927,23.99,73.18,6.21,60.5,Médio,2025-03-25,1,2
SENSOR-04303,Colina Alta,-23.213977,-46.77225,31.02,27.81,1.47,9.71,Alto,2025-05-24,0,0
SENSOR-04304,Morro Azul,-23.401074,-46.659797,38.6,58.35,8.64,43.3,Alto,2025-03-16,2,0
SENSOR-04305,Encosta Verde,-23.031789,-46.524213,37.6,48.3,6.35,70.87,Médio,2025-05-24,1,2
SENSOR-04306,Encosta Verde,-23.22856,-46.668148,36.98,60.24,9.45,15.7,Alto,2025-03-21,1,0
SENSOR-04307,Colina Alta,-23.007866,-46.630001,29.27,73.46,9.57,41.71,Alto,2025-05-24,0,0
SENSOR-04308,Serra Branca,-23.330497,-46.453939,39.22,65.08,0.51,45.26,Médio,2025-04-10,3,2
SENSOR-04309,Morro Azul,-23.403842,-46.342745,22.28,73.46,4.2,61.66,Médio,2025-04-23,2,2
SENSOR-04310,Morro Azul,-23.084191,-46.535962,25.02,88.37,6.36,66.73,Médio,2025-03-08,2,2
SENSOR-04311,Morro Azul,-23.194636,-46.406868,30.47,52.76,6.34,26.09,Alto,2025-05-08,2,0
SENSOR-04312,Vale Seguro,-23.296408,-46.607835,16.82,39.25,7.18,68.44,Alto,2025-04-10,4,0
SENSOR-04313,Serra Branca,-23.278944,-46.551665,35.39,94.76,8.01,20.75,Alto,2025-03-19,3,0
SENSOR-04314,Morro Azul,-23.102592,-46.310812,34.88,76.23,0.99,44.29,Médio,2025-05-31,2,2
SENSOR-04315,Encosta Verde,-23.044444,-46.391741,25.67,79.97,4.09,45.66,Médio,2025-03-17,1,2
SENSOR-04316,Vale Seguro,-23.011705,-46.609732,31.24,25.95,9.43,49.11,Alto,2025-04-29,4,0
SENSOR-04317,Serra Branca,-23.121681,-46.603393,36.79,36.16,4.71,59.81,Médio,2025-03-12,3,2
SENSOR-04318,Serra Branca,-23.25177,-46.386234,16.78,79.44,6.32,7.89,Alto,2025-05-01,3,0
SENSOR-04319,Vale Seguro,-23.190126,-46.412781,16.04,83.75,4.26,46.18,Médio,2025-05-14,4,2
SENSOR-04320,Morro Azul,-23.14289,-46.613916,19.09,73.51,6.55,32.04,Médio,2025-03-31,2,2
SENSOR-04321,Vale Seguro,-23.179326,-46.464991,19.43,97.98,3.04,65.0,Baixo,2025-03-30,4,1
SENSOR-04322,Vale Seguro,-23.430328,-46.300155,19.73,97.86,4.23,93.47,Médio,2025-03-20,4,2
SENSOR-04323,Morro Azul,-23.194338,-46.77547,39.69,62.35,8.0,32.92,Alto,2025-03-18,2,0
SENSOR-04324,Vale Seguro,-23.482091,-46.538157,28.73,25.41,3.92,48.82,Médio,2025-05-23,4,2
SENSOR-04325,Encosta Verde,-23.071682,-46.749866,18.83,84.06,2.08,54.56,Baixo,2025-05-02,1,1
SENSOR-04326,Morro Azul,-23.357824,-46.455734,30.22,63.62,3.55,84.69,Baixo,2025-04-19,2,1
SENSOR-04327,Morro Azul,-23.317035,-46.343658,22.41,48.25,7.15,49.0,Alto,2025-05-14,2,0
SENSOR-04328,Serra Branca,-23.024114,-46.337614,16.04,52.82,9.99,43.86,Alto,2025-05-10,3,0
SENSOR-04329,Encosta Verde,-23.395148,-46.325891,32.27,43.09,0.94,94.92,Baixo,2025-03-04,1,1
SENSOR-04330,Encosta Verde,-23.309596,-46.688829,29.36,83.18,7.25,56.1,Alto,2025-05-24,1,0
SENSOR-04331,Serra Branca,-23.005748,-46.674234,33.04,62.55,7.89,95.14,Alto,2025-05-02,3,0
SENSOR-04332,Colina Alta,-23.278253,-46.721476,23.51,53.27,6.76,50.12,Médio,2025-03-07,0,2
SENSOR-04333,Vale Seguro,-23.115836,-46.721571,17.76,84.51,9.54,32.93,Alto,2025-04-30,4,0
SENSOR-04334,Encosta Verde,-23.131736,-46.34484,30.85,43.78,1.87,55.77,Baixo,2025-03-24,1,1
SENSOR-04335,Encosta Verde,-23.411603,-46.595557,17.69,73.01,1.46,50.04,Baixo,2025-03-23,1,1
SENSOR-04336,Colina Alta,-23.412443,-46.59396,23.16,27.87,4.59,68.58,Médio,2025-03-13,0,2
SENSOR-04337,Morro Azul,-23.328666,-46.593869,36.42,20.27,0.65,44.05,Médio,2025-03-05,2,2
SENSOR-04338,Serra Branca,-23.252358,-46.657053,39.42,60.6,6.59,91.81,Médio,2025-04-19,3,2
SENSOR-04339,Encosta Verde,-23.265725,-46.60077,39.66,94.38,5.79,50.96,Médio,2025-03-06,1,2
SENSOR-04340,Morro Azul,-23.167053,-46.660137,35.96,69.3,7.8,68.03,Alto,2025-03-10,2,0
SENSOR-04341,Vale Seguro,-23.025214,-46.42621,33.2,29.6,4.93,54.75,Médio,2025-05-23,4,2
SENSOR-04342,Serra Branca,-23.055497,-46.378941,24.5,45.4,5.33,79.11,Médio,2025-04-06,3,2
SENSOR-04343,Morro Azul,-23.276184,-46.429758,16.21,80.06,0.66,10.08,Alto,2025-05-18,2,0
SENSOR-04344,Vale Seguro,-23.208183,-46.652644,35.54,99.82,5.7,70.18,Médio,2025-03-17,4,2
SENSOR-04345,Vale Seguro,-23.33841,-46.403036,18.57,44.23,3.81,89.03,Baixo,2025-03-22,4,1
SENSOR-04346,Vale Seguro,-23.018115,-46.627422,33.46,23.47,6.44,21.56,Alto,2025-05-09,4,0
SENSOR-04347,Morro Azul,-23.208252,-46.712898,22.52,98.05,7.23,5.84,Alto,2025-05-21,2,0
SENSOR-04348,Colina Alta,-23.347621,-46.485852,35.34,86.74,5.3,91.01,Médio,2025-04-20,0,2
SENSOR-04349,Serra Branca,-23.199402,-46.41738,36.27,91.49,4.33,51.19,Médio,2025-04-14,3,2
SENSOR-04350,Encosta Verde,-23.235783,-46.518831,27.98,64.46,2.58,83.29,Baixo,2025-03-21,1,1
SENSOR-04351,Morro Azul,-23.162133,-46.720335,39.08,74.53,5.4,48.55,Médio,2025-05-04,2,2
SENSOR-04352,Vale Seguro,-23.014957,-46.336165,33.55,68.23,1.28,46.9,Médio,2025-05-29,4,2
SENSOR-04353,Morro Azul,-23.062177,-46.774256,18.93,49.65,0.83,19.94,Alto,2025-05-02,2,0
SENSOR-04354,Encosta Verde,-23.415514,-46.709468,31.45,23.24,6.37,44.93,Médio,2025-05-12,1,2
SENSOR-04355,Morro Azul,-23.010958,-46.337747,25.32,50.89,0.2,25.3,Alto,2025-04-23,2,0
SENSOR-04356,Colina Alta,-23.38917,-46.577499,38.64,95.98,1.19,50.47,Baixo,2025-05-07,0,1
SENSOR-04357,Encosta Verde,-23.036039,-46.7092,26.27,35.58,9.35,77.57,Alto,2025-03-29,1,0
SENSOR-04358,Morro Azul,-23.030799,-46.315154,32.56,54.91,7.72,94.48,Alto,2025-04-05,2,0
SENSOR-04359,Vale Seguro,-23.044975,-46.444594,25.36,85.25,1.8,9.14,Alto,2025-05-07,4,0
SENSOR-04360,Colina Alta,-23.012984,-46.684872,24.57,77.0,6.34,78.79,Médio,2025-04-18,0,2
SENSOR-04361,Encosta Verde,-23.118304,-46.502466,31.96,93.89,8.81,76.45,Alto,2025-03-07,1,0
SENSOR-04362,Serra Branca,-23.234246,-46.657921,27.79,67.18,7.31,18.18,Alto,2025-03-11,3,0
SENSOR-04363,Vale Seguro,-23.075265,-46.512203,20.59,96.21,4.44,10.36,Alto,2025-05-06,4,0
SENSOR-04364,Colina Alta,-23.261544,-46.72597,16.81,50.12,4.82,78.24,Médio,2025-05-19,0,2
SENSOR-04365,Serra Branca,-23.185639,-46.344981,37.45,23.05,6.14,58.88,Médio,2025-05-21,3,2
SENSOR-04366,Colina Alta,-23.040765,-46.422752,15.63,30.92,8.86,71.92,Alto,2025-04-28,0,0
SENSOR-04367,Colina Alta,-23.054368,-46.680967,36.37,88.61,7.54,87.61,Alto,2025-05-15,0,0
SENSOR-04368,Encosta Verde,-23.294358,-46.394746,35.14,92.43,3.85,94.23,Baixo,2025-03-08,1,1
SENSOR-04369,Morro Azul,-23.407102,-46.597363,21.26,26.27,9.56,20.93,Alto,2025-05-12,2,0
SENSOR-04370,Colina Alta,-23.368448,-46.462966,34.2,93.63,6.2,58.23,Médio,2025-03-16,0,2
SENSOR-04371,Encosta Verde,-23.197533,-46.471567,38.77,92.21,7.22,77.12,Alto,2025-06-02,1,0
SENSOR-04372,Encosta Verde,-23.271,-46.51527,25.58,22.91,8.3,88.0,Alto,2025-04-20,1,0
SENSOR-04373,Serra Branca,-23.053989,-46.583806,16.16,88.43,7.31,17.59,Alto,2025-05-12,3,0
SENSOR-04374,Vale Seguro,-23.38476,-46.4658,27.54,53.75,4.62,34.92,Médio,2025-03-31,4,2
SENSOR-04375,Colina Alta,-23.342908,-46.76951,23.14,40.94,2.83,4.64,Alto,2025-05-04,0,0
SENSOR-04376,Morro Azul,-23.151621,-46.368196,28.25,86.14,8.98,22.42,Alto,2025-03-06,2,0
SENSOR-04377,Morro Azul,-23.435189,-46.596172,34.95,26.72,8.69,38.98,Alto,2025-04-04,2,0
SENSOR-04378,Serra Branca,-23.354636,-46.466672,32.05,76.57,2.3,83.97,Baixo,2025-05-07,3,1
SENSOR-04379,Morro Azul,-23.421411,-46.340846,15.26,72.12,8.12,88.66,Alto,2025-05-05,2,0
SENSOR-04380,Colina Alta,-23.388144,-46.388022,32.08,56.0,4.33,62.22,Médio,2025-03-31,0,2
SENSOR-04381,Morro Azul,-23.029856,-46.730321,37.27,99.21,4.51,46.27,Médio,2025-05-14,2,2
SENSOR-04382,Vale Seguro,-23.328409,-46.785139,39.9,22.84,2.05,85.05,Baixo,2025-05-20,4,1
SENSOR-04383,Serra Branca,-23.197883,-46.578461,29.87,82.79,1.1,59.73,Baixo,2025-04-26,3,1
SENSOR-04384,Colina Alta,-23.426146,-46.673852,20.67,37.83,3.17,59.58,Baixo,2025-05-07,0,1
SENSOR-04385,Serra Branca,-23.050434,-46.305866,38.28,20.59,0.15,56.64,Baixo,2025-03-09,3,1
SENSOR-04386,Colina Alta,-23.364035,-46.415722,36.67,79.35,6.04,7.26,Alto,2025-05-07,0,0
SENSOR-04387,Encosta Verde,-23.456633,-46.528255,16.62,81.43,5.12,68.73,Médio,2025-03-25,1,2
SENSOR-04388,Vale Seguro,-23.199975,-46.425195,18.63,70.2,8.48,52.15,Alto,2025-05-29,4,0
SENSOR-04389,Serra Branca,-23.340917,-46.673444,20.01,33.02,3.59,53.94,Baixo,2025-04-14,3,1
SENSOR-04390,Morro Azul,-23.047899,-46.56022,15.09,48.13,7.6,31.52,Alto,2025-03-16,2,0
SENSOR-04391,Colina Alta,-23.247098,-46.698651,34.19,87.04,5.21,21.94,Alto,2025-04-28,0,0
SENSOR-04392,Vale Seguro,-23.21558,-46.650428,33.85,95.04,3.08,73.0,Baixo,2025-04-06,4,1
SENSOR-04393,Morro Azul,-23.273182,-46.787997,15.24,87.77,3.34,30.19,Médio,2025-04-02,2,2
SENSOR-04394,Colina Alta,-23.185488,-46.774064,17.66,66.73,9.42,29.73,Alto,2025-05-24,0,0
SENSOR-04395,Morro Azul,-23.179521,-46.734662,28.52,23.59,9.11,88.91,Alto,2025-05-04,2,0
SENSOR-04396,Colina Alta,-23.339435,-46.761015,35.38,73.96,4.07,88.74,Médio,2025-04-10,0,2
SENSOR-04397,Serra Branca,-23.182545,-46.677958,27.71,21.77,0.5,75.32,Baixo,2025-04-22,3,1
SENSOR-04398,Colina Alta,-23.189075,-46.682733,39.4,43.43,3.73,68.84,Baixo,2025-04-18,0,1
SENSOR-04399,Vale Seguro,-23.451517,-46.740734,32.81,81.83,2.23,7.48,Alto,2025-03-04,4,0
SENSOR-04400,Colina Alta,-23.447651,-46.40413,36.1,88.5,2.26,46.89,Médio,2025-05-27,0,2
SENSOR-04401,Serra Branca,-23.087062,-46.679461,37.88,77.2,5.11,55.72,Médio,2025-05-01,3,2
SENSOR-04402,Morro Azul,-23.223386,-46.700099,20.09,79.45,8.64,68.63,Alto,2025-05-26,2,0
SENSOR-04403,Vale Seguro,-23.124749,-46.513955,31.91,32.91,1.02,75.38,Baixo,2025-05-22,4,1
SENSOR-04404,Colina Alta,-23.108453,-46.640447,15.55,27.68,2.34,31.94,Médio,2025-05-06,0,2
SENSOR-04405,Colina Alta,-23.113485,-46.601272,25.32,30.71,5.23,51.56,Médio,2025-03-17,0,2
SENSOR-04406,Encosta Verde,-23.327849,-46.78235,26.91,94.53,3.42,40.06,Médio,2025-03-09,1,2
SENSOR-04407,Vale Seguro,-23.00043,-46.701723,32.79,55.99,9.85,41.11,Alto,2025-03-18,4,0
SENSOR-04408,Serra Branca,-23.1187,-46.585022,35.02,80.0,6.49,56.45,Médio,2025-03-15,3,2
SENSOR-04409,Serra Branca,-23.491627,-46.36316,16.37,82.12,7.63,94.28,Alto,2025-05-11,3,0
SENSOR-04410,Colina Alta,-23.093561,-46.430451,16.56,81.95,7.99,39.73,Alto,2025-05-07,0,0
SENSOR-04411,Colina Alta,-23.284362,-46.35687,18.1,76.92,9.69,89.16,Alto,2025-03-23,0,0
SENSOR-04412,Vale Seguro,-23.013288,-46.316298,17.3,30.21,2.48,44.7,Médio,2025-03-20,4,2
SENSOR-04413,Serra Branca,-23.151416,-46.516589,34.57,37.5,6.86,90.92,Médio,2025-03-26,3,2
SENSOR-04414,Vale Seguro,-23.472873,-46.682099,25.42,35.93,1.51,92.33,Baixo,2025-03-26,4,1
SENSOR-04415,Encosta Verde,-23.361463,-46.479977,19.74,28.19,5.83,34.96,Médio,2025-05-19,1,2
SENSOR-04416,Encosta Verde,-23.085903,-46.304928,36.87,54.14,3.44,84.13,Baixo,2025-04-15,1,1
SENSOR-04417,Colina Alta,-23.226214,-46.406553,23.46,58.77,2.64,38.79,Médio,2025-06-01,0,2
SENSOR-04418,Vale Seguro,-23.407271,-46.545353,28.84,66.61,7.79,50.65,Alto,2025-04-17,4,0
SENSOR-04419,Morro Azul,-23.136897,-46.68024,30.35,67.7,1.91,28.99,Alto,2025-03-13,2,0
SENSOR-04420,Encosta Verde,-23.098205,-46.339637,17.2,37.99,6.45,35.77,Médio,2025-04-15,1,2
SENSOR-04421,Morro Azul,-23.433611,-46.35794,32.36,98.78,4.81,90.0,Médio,2025-04-11,2,2
SENSOR-04422,Colina Alta,-23.445289,-46.762022,21.52,80.38,9.28,38.89,Alto,2025-03-12,0,0
SENSOR-04423,Colina Alta,-23.491806,-46.443274,33.16,71.65,6.63,42.41,Médio,2025-04-23,0,2
SENSOR-04424,Vale Seguro,-23.132221,-46.487234,26.33,27.08,1.97,90.32,Baixo,2025-03-29,4,1
SENSOR-04425,Morro Azul,-23.486721,-46.416767,15.24,74.08,2.06,56.94,Baixo,2025-05-13,2,1
SENSOR-04426,Vale Seguro,-23.031363,-46.536722,30.23,43.1,8.02,88.5,Alto,2025-05-05,4,0
SENSOR-04427,Encosta Verde,-23.342435,-46.716695,24.92,83.83,2.66,12.93,Alto,2025-06-02,1,0
SENSOR-04428,Serra Branca,-23.036783,-46.7422,16.37,39.87,7.66,90.09,Alto,2025-05-04,3,0
SENSOR-04429,Colina Alta,-23.070872,-46.761849,37.17,51.59,1.91,74.13,Baixo,2025-03-16,0,1
SENSOR-04430,Encosta Verde,-23.131851,-46.507555,29.85,70.45,1.77,94.05,Baixo,2025-04-21,1,1
SENSOR-04431,Colina Alta,-23.465906,-46.459607,17.17,86.11,4.7,12.31,Alto,2025-04-24,0,0
SENSOR-04432,Morro Azul,-23.271845,-46.620639,16.91,93.11,5.73,54.78,Médio,2025-05-13,2,2
SENSOR-04433,Colina Alta,-23.019818,-46.576779,39.47,68.19,0.49,62.05,Baixo,2025-04-29,0,1
SENSOR-04434,Morro Azul,-23.344477,-46.535355,19.42,92.44,4.76,59.43,Médio,2025-05-15,2,2
SENSOR-04435,Encosta Verde,-23.334144,-46.611745,32.9,22.24,8.39,54.52,Alto,2025-03-19,1,0
SENSOR-04436,Serra Branca,-23.114563,-46.362359,31.05,32.73,5.57,15.88,Alto,2025-03-30,3,0
SENSOR-04437,Encosta Verde,-23.073085,-46.659041,15.95,41.24,8.35,48.29,Alto,2025-03-22,1,0
SENSOR-04438,Encosta Verde,-23.001647,-46.618128,33.01,23.15,8.64,23.45,Alto,2025-04-06,1,0
SENSOR-04439,Serra Branca,-23.445032,-46.383392,33.79,65.77,6.29,96.34,Médio,2025-05-22,3,2
SENSOR-04440,Encosta Verde,-23.171809,-46.345613,16.08,71.06,4.95,12.85,Alto,2025-04-11,1,0
SENSOR-04441,Vale Seguro,-23.087666,-46.592212,27.31,90.02,8.47,0.62,Alto,2025-03-31,4,0
SENSOR-04442,Serra Branca,-23.178437,-46.533835,16.35,47.29,9.37,50.08,Alto,2025-04-01,3,0
SENSOR-04443,Encosta Verde,-23.26726,-46.393381,37.94,44.13,3.01,1.96,Alto,2025-03-12,1,0
SENSOR-04444,Serra Branca,-23.101021,-46.613272,30.86,85.25,9.36,66.3,Alto,2025-03-28,3,0
SENSOR-04445,Morro Azul,-23.073227,-46.417346,20.96,48.96,3.34,27.68,Alto,2025-04-11,2,0
SENSOR-04446,Encosta Verde,-23.391858,-46.573907,30.57,82.16,1.71,50.29,Baixo,2025-04-11,1,1
SENSOR-04447,Morro Azul,-23.092109,-46.615212,17.67,59.22,6.42,78.15,Médio,2025-04-27,2,2
SENSOR-04448,Encosta Verde,-23.314241,-46.439659,32.15,32.84,8.89,55.05,Alto,2025-05-04,1,0
SENSOR-04449,Morro Azul,-23.176251,-46.693213,30.32,60.48,5.99,36.26,Médio,2025-03-12,2,2
SENSOR-04450,Colina Alta,-23.1255,-46.796866,17.19,46.13,9.26,63.43,Alto,2025-05-26,0,0
SENSOR-04451,Vale Seguro,-23.418251,-46.588089,25.92,88.77,9.52,64.86,Alto,2025-04-20,4,0
SENSOR-04452,Serra Branca,-23.046106,-46.362663,15.89,97.28,2.92,16.55,Alto,2025-05-28,3,0
SENSOR-04453,Vale Seguro,-23.115162,-46.53297,20.29,51.77,2.26,14.03,Alto,2025-05-31,4,0
SENSOR-04454,Vale Seguro,-23.064346,-46.41752,36.81,69.01,2.21,75.42,Baixo,2025-03-26,4,1
SENSOR-04455,Serra Branca,-23.073766,-46.718079,17.0,40.95,9.59,35.84,Alto,2025-03-04,3,0
SENSOR-04456,Serra Branca,-23.055742,-46.623683,38.04,38.26,1.7,47.14,Médio,2025-03-09,3,2
SENSOR-04457,Encosta Verde,-23.34921,-46.52426,34.06,70.83,0.84,19.19,Alto,2025-05-07,1,0
SENSOR-04458,Vale Seguro,-23.297358,-46.377147,33.85,22.65,5.32,56.5,Médio,2025-05-25,4,2
SENSOR-04459,Morro Azul,-23.271488,-46.752629,35.76,39.9,4.61,14.22,Alto,2025-05-14,2,0
SENSOR-04460,Encosta Verde,-23.367938,-46.775643,39.59,59.96,0.65,87.58,Baixo,2025-03-11,1,1
SENSOR-04461,Vale Seguro,-23.481091,-46.66801,35.0,56.54,3.75,8.65,Alto,2025-04-03,4,0
SENSOR-04462,Encosta Verde,-23.283923,-46.674299,33.6,94.14,2.92,1.12,Alto,2025-04-03,1,0
SENSOR-04463,Encosta Verde,-23.016168,-46.58685,34.53,46.66,0.58,29.2,Alto,2025-04-26,1,0
SENSOR-04464,Vale Seguro,-23.473017,-46.718956,25.94,84.91,8.73,40.07,Alto,2025-04-15,4,0
SENSOR-04465,Colina Alta,-23.062702,-46.574216,36.11,46.26,2.87,39.74,Médio,2025-06-01,0,2
SENSOR-04466,Serra Branca,-23.121017,-46.468285,38.18,72.92,0.18,66.98,Baixo,2025-03-25,3,1
SENSOR-04467,Colina Alta,-23.309815,-46.779475,20.61,78.05,5.16,24.26,Alto,2025-06-01,0,0
SENSOR-04468,Encosta Verde,-23.008335,-46.448042,16.57,20.81,4.27,70.56,Médio,2025-04-21,1,2
SENSOR-04469,Encosta Verde,-23.335346,-46.468065,33.99,71.47,9.18,99.95,Alto,2025-04-02,1,0
SENSOR-04470,Encosta Verde,-23.260761,-46.368677,24.4,65.02,9.43,75.32,Alto,2025-03-20,1,0
SENSOR-04471,Serra Branca,-23.298648,-46.43802,23.53,38.84,7.82,43.9,Alto,2025-04-26,3,0
SENSOR-04472,Morro Azul,-23.302512,-46.743148,36.13,59.29,2.99,53.7,Baixo,2025-04-05,2,1
SENSOR-04473,Encosta Verde,-23.224289,-46.764582,30.61,62.87,3.21,76.86,Baixo,2025-03-05,1,1
SENSOR-04474,Serra Branca,-23.017468,-46.610402,21.7,21.54,9.44,11.52,Alto,2025-05-25,3,0
SENSOR-04475,Serra Branca,-23.100176,-46.439486,15.35,84.3,3.11,44.84,Médio,2025-03-31,3,2
SENSOR-04476,Morro Azul,-23.37919,-46.392282,35.66,87.57,4.78,28.54,Alto,2025-03-18,2,0
SENSOR-04477,Serra Branca,-23.044688,-46.763253,31.25,71.46,2.14,62.03,Baixo,2025-05-22,3,1
SENSOR-04478,Serra Branca,-23.485649,-46.799881,32.36,49.47,3.37,41.88,Médio,2025-03-13,3,2
SENSOR-04479,Colina Alta,-23.455739,-46.324662,15.14,56.49,0.11,91.07,Baixo,2025-04-11,0,1
SENSOR-04480,Vale Seguro,-23.366078,-46.61956,29.19,31.48,5.24,18.73,Alto,2025-05-09,4,0
SENSOR-04481,Vale Seguro,-23.390544,-46.703052,29.78,31.79,4.92,50.27,Médio,2025-05-04,4,2
SENSOR-04482,Serra Branca,-23.05044,-46.663092,38.6,80.25,8.62,33.06,Alto,2025-04-17,3,0
SENSOR-04483,Serra Branca,-23.329396,-46.584878,20.19,28.48,2.25,56.87,Baixo,2025-04-21,3,1
SENSOR-04484,Morro Azul,-23.109752,-46.571467,16.0,32.89,1.25,92.54,Baixo,2025-04-11,2,1
SENSOR-04485,Vale Seguro,-23.259157,-46.473907,36.28,30.46,3.25,78.58,Baixo,2025-04-17,4,1
SENSOR-04486,Colina Alta,-23.251894,-46.628828,29.15,74.26,7.3,87.59,Alto,2025-04-29,0,0
SENSOR-04487,Serra Branca,-23.218619,-46.760182,30.18,86.44,1.92,49.4,Médio,2025-04-12,3,2
SENSOR-04488,Colina Alta,-23.480994,-46.568553,21.58,36.65,6.5,51.57,Médio,2025-03-17,0,2
SENSOR-04489,Colina Alta,-23.442607,-46.354615,33.73,88.47,4.78,21.57,Alto,2025-03-20,0,0
SENSOR-04490,Serra Branca,-23.339925,-46.512443,36.9,88.09,5.95,58.43,Médio,2025-03-29,3,2
SENSOR-04491,Encosta Verde,-23.262803,-46.337303,29.4,55.89,2.06,25.56,Alto,2025-04-22,1,0
SENSOR-04492,Encosta Verde,-23.364895,-46.764105,30.08,29.92,0.55,20.17,Alto,2025-04-28,1,0
SENSOR-04493,Encosta Verde,-23.407313,-46.534768,21.69,98.81,5.09,67.59,Médio,2025-05-30,1,2
SENSOR-04494,Encosta Verde,-23.012401,-46.680639,29.74,89.78,1.45,13.15,Alto,2025-03-06,1,0
SENSOR-04495,Vale Seguro,-23.424968,-46.3713,37.15,29.56,3.91,62.68,Baixo,2025-04-23,4,1
SENSOR-04496,Colina Alta,-23.070334,-46.643812,29.74,60.53,5.26,99.03,Médio,2025-06-02,0,2
SENSOR-04497,Morro Azul,-23.092565,-46.583536,21.33,21.26,9.13,9.89,Alto,2025-03-20,2,0
SENSOR-04498,Morro Azul,-23.276499,-46.45552,37.7,36.75,1.98,40.39,Médio,2025-05-21,2,2
SENSOR-04499,Encosta Verde,-23.46454,-46.47507,17.94,74.93,5.17,56.34,Médio,2025-05-02,1,2
SENSOR-04500,Vale Seguro,-23.371325,-46.765408,30.42,70.38,8.16,44.17,Alto,2025-05-11,4,0
SENSOR-04501,Vale Seguro,-23.366174,-46.628336,31.65,51.22,1.29,41.87,Médio,2025-03-28,4,2
SENSOR-04502,Encosta Verde,-23.436952,-46.446588,26.94,96.86,9.43,11.47,Alto,2025-05-10,1,0
SENSOR-04503,Encosta Verde,-23.149404,-46.339908,20.16,82.41,4.54,53.35,Médio,2025-05-10,1,2
SENSOR-04504,Encosta Verde,-23.049948,-46.534193,21.48,93.42,7.1,66.34,Alto,2025-05-27,1,0
SENSOR-04505,Colina Alta,-23.370655,-46.313959,32.71,72.19,4.62,33.25,Médio,2025-04-11,0,2
